Game_ID,Game_Name,Genre,Platform,Country,Region,Player_ID,Age_Group,Gender,Device,Play_Date,Session_Duration_Min,Daily_Active_Users,Monthly_Active_Users,Revenue_USD,In_App_Purchases_USD,Purchases_Count,Average_Purchase_Value,Retention_Rate,Game_Rating,Tournament,Premium_User
G010,Honor of Kings,MOBA,Mobile,Japan,Asia,P005089,13-17,Female,Android,2025-11-02,146,290079,4931343,25566.55,20486.01,3211,6.38,49.6,4.7,No,No
G006,Speed Drifters,Racing,Mobile,Pakistan,Asia,P005090,13-17,Male,iOS,2026-02-23,56,400379,5605306,207510.8,143596.53,534,268.91,25.1,4.3,Yes,No
G008,Chess Rush,Strategy,PC,UK,Europe,P005091,35-44,Female,Android,2025-08-23,67,54380,380660,195329.16,139118.01,4645,29.95,49.84,4.2,No,Yes
G001,PUBG Mobile,Battle Royale,PC,Brazil,South America,P005092,18-24,Male,PC,2026-05-10,50,126873,1395603,230321.79,112809.23,1417,79.61,87.54,4.7,No,No
G003,Call of Duty Mobile,FPS,Mobile,South Korea,Asia,P005093,13-17,Male,PC,2025-04-28,218,188797,943985,133070.76,92392.28,708,130.5,60.47,4.6,No,Yes
G009,PUBG Mobile,Battle Royale,PC,Brazil,South America,P005094,35-44,Male,Android,2025-12-30,102,252746,3791190,104053.98,69353.35,2257,30.73,90.05,4.6,Yes,No
G001,PUBG Mobile,Battle Royale,PC,Japan,Asia,P005095,25-34,Female,PC,2026-01-17,15,492334,4431006,1426.92,750.99,245,3.07,60.59,4.7,Yes,Yes
G008,Arena of Valor,MOBA,PC,Pakistan,Asia,P005096,45+,Male,iOS,2025-09-25,50,318474,6369480,15580.49,12280.29,1394,8.81,33.77,4.5,Yes,No
G003,League of Legends,MOBA,PC,UK,Europe,P005097,13-17,Female,PC,2025-01-12,37,305490,5804310,234292.58,136936.5,4367,31.36,69.63,3.7,No,Yes
G010,Honor of Kings,MOBA,Mobile,Japan,Asia,P005098,18-24,Male,PC,2025-07-08,146,206013,3502221,215719.5,175831.04,174,1010.52,43.07,4.3,No,No
G010,Call of Duty Mobile,FPS,PC,Indonesia,Asia,P005099,25-34,Male,Android,2025-08-13,44,248812,3732180,169329.38,145092.6,2320,62.54,36.9,4.2,No,Yes
G004,Honor of Kings,MOBA,PC,China,Asia,P005100,18-24,Male,Android,2026-04-12,114,311277,5291709,124792.45,84107.68,4788,17.57,34.6,4.4,Yes,Yes
G006,CrossFire,FPS,Mobile,UK,Europe,P005101,13-17,Male,Android,2025-05-12,177,88414,1768280,61315.15,50887.3,4312,11.8,85.73,3.8,No,Yes
G006,Undawn,RPG,Mobile,China,Asia,P005102,18-24,Male,iOS,2025-11-25,62,259994,2859934,41982.85,23502.1,3027,7.76,52.81,3.8,No,Yes
G006,CrossFire,FPS,PC,Brazil,South America,P005103,25-34,Male,PC,2025-05-31,25,441453,5297436,199130.75,174625.57,2305,75.76,82.33,4.2,Yes,No
G003,League of Legends,MOBA,Mobile,India,Asia,P005104,25-34,Female,PC,2025-12-29,134,97848,489240,192759.03,121406.51,599,202.68,38.91,4.8,Yes,No
G001,Honor of Kings,MOBA,PC,Indonesia,Asia,P005105,25-34,Female,iOS,2025-05-02,56,9107,145712,95652.46,39288.32,3642,10.79,36.58,4.6,Yes,Yes
G008,Arena of Valor,MOBA,PC,Japan,Asia,P005106,13-17,Male,PC,2025-01-21,36,271096,2982056,189180.07,107282.44,3833,27.99,77.81,4.1,No,No
G005,Chess Rush,Strategy,PC,India,Asia,P005107,45+,Female,Android,2025-08-19,148,222209,3999762,74216.07,63956.85,242,264.28,85.22,4.6,Yes,Yes
G003,Honor of Kings,MOBA,PC,India,Asia,P005108,45+,Female,iOS,2026-04-29,170,240833,4094161,188985.59,124099.57,331,374.92,70.45,3.7,No,Yes
G002,Arena of Valor,MOBA,PC,UK,Europe,P005109,13-17,Male,iOS,2026-03-07,116,279403,4470448,36282.41,23576.11,4304,5.48,85.77,4.3,No,Yes
G009,League of Legends,MOBA,PC,Brazil,South America,P005110,25-34,Female,PC,2025-03-19,26,137075,1919050,235150.97,171606.02,1407,121.97,82.37,3.9,No,Yes
G007,Call of Duty Mobile,FPS,PC,USA,North America,P005111,13-17,Female,PC,2025-11-13,212,306729,5214393,207864.64,166247.65,3338,49.8,67.8,3.6,No,Yes
G007,Valorant,FPS,Mobile,India,Asia,P005112,18-24,Male,Android,2025-12-13,39,187105,1122630,37776.94,25365.85,3231,7.85,68.69,3.6,No,No
G005,Chess Rush,Strategy,Mobile,China,Asia,P005113,13-17,Female,iOS,2025-10-20,208,41896,586544,56692.57,35167.82,4918,7.15,31.48,3.8,Yes,Yes
G002,Call of Duty Mobile,FPS,Mobile,China,Asia,P005114,35-44,Male,PC,2026-03-20,75,459752,5517024,138504.1,89272.09,2001,44.61,73.38,3.7,Yes,Yes
G001,League of Legends,MOBA,Mobile,India,Asia,P005115,18-24,Female,PC,2025-11-14,142,431571,2157855,24147.98,13236.11,3119,4.24,87.39,4.6,Yes,No
G007,League of Legends,MOBA,PC,South Korea,Asia,P005116,18-24,Female,Android,2026-05-01,123,384746,5386444,171145.81,98799.21,82,1204.87,84.51,4.9,Yes,Yes
G010,Undawn,RPG,PC,Japan,Asia,P005117,35-44,Female,PC,2026-06-14,111,409840,6557440,128955.85,52591.14,2271,23.16,40.39,3.6,Yes,No
G004,Undawn,RPG,Mobile,China,Asia,P005118,13-17,Female,Android,2025-05-14,124,319659,3516249,49824.14,39865.18,1543,25.84,41.4,4.3,No,Yes
G004,Arena of Valor,MOBA,PC,India,Asia,P005119,35-44,Male,iOS,2026-04-02,208,421920,8016480,191354.78,141215.99,734,192.39,32.28,4.8,Yes,No
G006,Undawn,RPG,PC,Brazil,South America,P005120,13-17,Female,Android,2025-10-07,155,429784,8165896,98472.28,45048.72,3390,13.29,59.66,3.6,No,No
G006,Undawn,RPG,Mobile,India,Asia,P005121,18-24,Female,iOS,2025-07-01,128,253560,2789160,93232.32,76313.14,1233,61.89,67.74,3.6,Yes,No
G004,Call of Duty Mobile,FPS,PC,Indonesia,Asia,P005122,45+,Female,PC,2025-08-14,187,380527,6468959,25374.34,11230.5,2996,3.75,54.31,3.8,No,Yes
G009,Undawn,RPG,Mobile,Germany,Europe,P005123,45+,Male,iOS,2025-07-21,166,112667,1690005,70678.36,30399.63,2169,14.02,80.03,4.6,Yes,Yes
G002,Arena of Valor,MOBA,Mobile,Germany,Europe,P005124,45+,Male,iOS,2026-05-18,151,255988,2303892,181461.63,83608.85,1184,70.62,37.67,4.5,Yes,No
G004,Undawn,RPG,Mobile,China,Asia,P005125,18-24,Male,PC,2025-03-12,22,276985,2215880,63574.97,30332.63,309,98.16,89.51,4.8,No,No
G001,PUBG Mobile,Battle Royale,Mobile,China,Asia,P005126,25-34,Female,Android,2025-09-03,6,237072,3556080,44887.15,39420.36,1390,28.36,73.33,4.8,No,No
G008,Chess Rush,Strategy,PC,Indonesia,Asia,P005127,13-17,Male,Android,2025-02-19,239,184765,3510535,67768.18,36651.8,1675,21.88,35.76,4.4,Yes,Yes
G010,Valorant,FPS,Mobile,India,Asia,P005128,25-34,Male,iOS,2026-06-15,232,48348,241740,73097.36,37850.71,3236,11.7,51.41,4.4,Yes,Yes
G007,Arena of Valor,MOBA,Mobile,India,Asia,P005129,45+,Male,iOS,2025-02-10,44,107796,1401348,28231.47,24222.22,3569,6.79,49.34,4.2,Yes,No
G002,PUBG Mobile,Battle Royale,PC,Indonesia,Asia,P005130,45+,Male,PC,2025-11-08,43,162668,3253360,245763.66,176950.24,3111,56.88,70.12,4.4,No,No
G006,Chess Rush,Strategy,PC,Pakistan,Asia,P005131,25-34,Female,iOS,2025-06-03,62,392252,7452788,108447.22,64938.37,563,115.34,44.9,3.8,No,No
G001,Honor of Kings,MOBA,Mobile,Indonesia,Asia,P005132,25-34,Male,Android,2025-12-20,148,382694,2678858,18327.88,11447.17,2439,4.69,66.91,3.6,No,No
G003,League of Legends,MOBA,PC,UK,Europe,P005133,13-17,Female,PC,2025-05-14,179,399953,1999765,3903.48,3411.0,3230,1.06,38.39,3.6,No,Yes
G006,PUBG Mobile,Battle Royale,PC,South Korea,Asia,P005134,35-44,Male,iOS,2025-07-29,9,467501,7012515,120456.64,52289.4,3250,16.09,74.6,4.2,Yes,Yes
G004,Honor of Kings,MOBA,Mobile,South Korea,Asia,P005135,25-34,Male,PC,2025-09-24,201,73985,1479700,212034.42,159202.59,4524,35.19,30.16,4.6,No,No
G010,Valorant,FPS,PC,India,Asia,P005136,18-24,Male,iOS,2025-03-16,19,274580,3020380,223669.04,140040.54,1974,70.94,64.09,4.7,Yes,Yes
G006,Chess Rush,Strategy,PC,South Korea,Asia,P005137,35-44,Male,iOS,2025-10-11,207,326813,1634065,8094.54,6700.17,4401,1.52,84.06,4.5,Yes,Yes
G003,Honor of Kings,MOBA,Mobile,UK,Europe,P005138,13-17,Male,iOS,2026-03-16,85,91687,641809,28906.99,18981.02,250,75.92,75.86,3.8,Yes,Yes
G004,Arena of Valor,MOBA,Mobile,South Korea,Asia,P005139,45+,Male,Android,2025-12-05,176,310472,2173304,138137.63,86239.68,212,406.79,56.01,4.1,No,No
G005,Speed Drifters,Racing,PC,UK,Europe,P005140,35-44,Female,PC,2025-09-21,41,152368,914208,24850.93,19992.73,3382,5.91,76.38,3.6,No,Yes
G006,League of Legends,MOBA,Mobile,South Korea,Asia,P005141,35-44,Male,PC,2026-04-05,22,199698,3594564,88191.37,40789.6,3331,12.25,64.41,4.1,Yes,No
G010,PUBG Mobile,Battle Royale,Mobile,China,Asia,P005142,45+,Male,PC,2025-10-12,26,138471,1523181,139068.36,107276.85,377,284.55,70.55,3.8,Yes,Yes
G005,Arena of Valor,MOBA,PC,Japan,Asia,P005143,25-34,Male,iOS,2025-01-30,75,245660,1228300,179333.92,117577.91,3560,33.03,38.73,3.9,No,No
G006,League of Legends,MOBA,PC,China,Asia,P005144,18-24,Female,Android,2025-09-24,154,49590,247950,156843.83,69006.32,444,155.42,38.07,4.1,Yes,No
G008,Call of Duty Mobile,FPS,PC,China,Asia,P005145,45+,Male,iOS,2026-04-23,206,376806,4144866,65654.68,58161.0,2218,26.22,61.86,3.8,No,Yes
G002,Call of Duty Mobile,FPS,Mobile,India,Asia,P005146,35-44,Male,Android,2026-05-15,81,134594,942158,199209.78,165764.06,174,952.67,28.04,4.2,No,No
G010,Call of Duty Mobile,FPS,Mobile,Pakistan,Asia,P005147,25-34,Female,Android,2025-12-14,110,317975,1907850,19503.63,14743.19,339,43.49,51.21,3.7,Yes,No
G001,Speed Drifters,Racing,Mobile,Pakistan,Asia,P005148,35-44,Male,Android,2026-04-17,26,257333,2058664,115854.76,67514.35,1089,62.0,61.28,4.0,Yes,No
G007,Honor of Kings,MOBA,PC,Brazil,South America,P005149,45+,Female,iOS,2026-01-04,30,401518,2409108,165809.78,124868.13,116,1076.45,73.77,4.8,No,No
G009,Valorant,FPS,PC,Japan,Asia,P005150,13-17,Male,PC,2025-09-13,198,366946,4403352,145124.17,92248.91,1367,67.48,38.72,4.5,No,No
G002,Valorant,FPS,Mobile,India,Asia,P005151,35-44,Male,Android,2026-06-16,108,200819,2811466,141655.2,118234.57,401,294.85,33.99,4.0,No,Yes
G002,Honor of Kings,MOBA,PC,Germany,Europe,P005152,45+,Male,Android,2025-05-22,103,62681,501448,213746.53,182471.32,2733,66.77,89.18,4.8,Yes,No
G009,Undawn,RPG,Mobile,Japan,Asia,P005153,35-44,Male,Android,2025-02-09,50,65164,716804,101619.3,71543.35,1464,48.87,70.11,4.5,No,Yes
G002,Call of Duty Mobile,FPS,Mobile,India,Asia,P005154,45+,Male,iOS,2025-03-31,203,25061,350854,237944.53,206566.78,1059,195.06,66.45,3.5,No,Yes
G001,Honor of Kings,MOBA,Mobile,India,Asia,P005155,45+,Female,iOS,2025-05-19,239,189489,3600291,5720.8,2420.04,4667,0.52,88.55,3.6,No,Yes
G006,Valorant,FPS,Mobile,South Korea,Asia,P005156,25-34,Female,iOS,2026-03-27,122,334200,3676200,59906.54,49929.38,4121,12.12,54.16,4.9,No,No
G002,Chess Rush,Strategy,PC,South Korea,Asia,P005157,25-34,Male,Android,2025-02-19,60,468349,5620188,73359.05,38397.36,5000,7.68,47.0,3.5,No,No
G007,CrossFire,FPS,Mobile,Brazil,South America,P005158,35-44,Male,PC,2025-10-19,74,213677,3418832,135517.96,103691.5,1636,63.38,62.12,4.3,No,Yes
G001,Honor of Kings,MOBA,Mobile,China,Asia,P005159,25-34,Male,iOS,2026-02-13,163,230644,3229016,135677.03,68762.91,1128,60.96,63.36,4.5,Yes,Yes
G003,Chess Rush,Strategy,PC,India,Asia,P005160,13-17,Female,PC,2025-08-14,78,116438,1979446,83591.71,39096.05,4455,8.78,32.25,4.8,No,No
G010,Honor of Kings,MOBA,PC,Brazil,South America,P005161,35-44,Female,iOS,2025-12-15,215,146368,2634624,78313.5,54810.7,2054,26.68,31.95,4.0,Yes,Yes
G002,Speed Drifters,Racing,Mobile,Indonesia,Asia,P005162,18-24,Female,Android,2026-06-14,99,404122,5253586,86011.83,71212.41,3356,21.22,43.9,4.5,No,Yes
G002,Speed Drifters,Racing,PC,Brazil,South America,P005163,18-24,Male,Android,2025-01-27,191,82564,1073332,244812.21,214509.06,3319,64.63,78.67,3.7,Yes,No
G007,League of Legends,MOBA,Mobile,USA,North America,P005164,45+,Female,iOS,2025-08-04,60,282422,4518752,146615.07,90328.04,2236,40.4,76.95,4.7,Yes,Yes
G008,CrossFire,FPS,PC,Japan,Asia,P005165,45+,Male,iOS,2025-03-13,15,298952,3587424,229317.96,142151.27,893,159.18,36.71,3.9,Yes,No
G002,Chess Rush,Strategy,PC,UK,Europe,P005166,18-24,Male,Android,2025-03-20,136,292387,5262966,67996.55,36104.72,491,73.53,43.07,4.3,Yes,No
G010,Call of Duty Mobile,FPS,PC,Brazil,South America,P005167,13-17,Male,Android,2025-04-22,213,187613,2814195,189566.25,77714.3,4818,16.13,34.08,4.4,Yes,Yes
G004,PUBG Mobile,Battle Royale,PC,Germany,Europe,P005168,45+,Male,PC,2025-08-17,201,498597,5983164,16340.42,8477.39,4161,2.04,60.96,4.6,No,Yes
G006,Speed Drifters,Racing,PC,India,Asia,P005169,25-34,Male,iOS,2025-03-11,211,237471,3799536,198199.7,171246.56,2994,57.2,74.74,4.3,No,No
G002,Honor of Kings,MOBA,PC,Germany,Europe,P005170,18-24,Male,PC,2025-05-10,128,402055,5628770,138132.03,75427.56,2769,27.24,68.71,4.8,No,No
G010,Valorant,FPS,Mobile,South Korea,Asia,P005171,35-44,Male,PC,2025-01-23,199,346614,5199210,137145.63,73437.78,1503,48.86,58.14,4.5,Yes,No
G001,CrossFire,FPS,Mobile,Pakistan,Asia,P005172,18-24,Female,iOS,2025-04-26,128,392077,4704924,44842.63,19519.69,1970,9.91,41.47,4.7,Yes,Yes
G009,League of Legends,MOBA,Mobile,China,Asia,P005173,25-34,Male,iOS,2025-10-02,153,444248,7107968,218120.67,97856.98,1896,51.61,45.33,4.4,Yes,No
G006,League of Legends,MOBA,PC,Japan,Asia,P005174,18-24,Female,Android,2026-04-19,150,103314,1962966,177401.78,159580.42,299,533.71,43.66,4.6,No,No
G005,Call of Duty Mobile,FPS,Mobile,Indonesia,Asia,P005175,13-17,Male,iOS,2025-01-08,124,98731,1678427,39002.84,17361.91,481,36.1,84.81,3.7,No,No
G009,Speed Drifters,Racing,PC,India,Asia,P005176,13-17,Male,PC,2025-11-14,231,174133,870665,103432.2,46899.7,4622,10.15,65.0,4.4,No,No
G004,Speed Drifters,Racing,PC,China,Asia,P005177,35-44,Male,iOS,2026-05-28,124,417394,6260910,9694.44,5039.7,3401,1.48,32.63,4.1,No,Yes
G004,League of Legends,MOBA,Mobile,USA,North America,P005178,25-34,Male,Android,2026-05-13,137,441620,2208100,2693.99,2135.2,934,2.29,62.5,4.7,Yes,No
G006,CrossFire,FPS,PC,Brazil,South America,P005179,18-24,Male,Android,2025-12-18,130,242936,2915232,217770.44,159819.35,674,237.12,81.29,3.7,No,Yes
G004,Speed Drifters,Racing,Mobile,UK,Europe,P005180,25-34,Female,iOS,2026-05-21,219,42268,676288,203526.0,130862.41,1357,96.44,33.69,3.8,No,No
G004,Speed Drifters,Racing,PC,Germany,Europe,P005181,45+,Female,PC,2026-04-24,47,155661,2490576,128152.25,70937.7,1147,61.85,62.81,3.9,No,Yes
G002,Undawn,RPG,PC,China,Asia,P005182,45+,Male,PC,2025-05-30,21,471105,2826630,114611.02,87608.92,4282,20.46,91.39,4.0,No,Yes
G005,Call of Duty Mobile,FPS,PC,India,Asia,P005183,25-34,Female,Android,2026-05-14,124,204217,3063255,186162.62,148749.9,3300,45.08,71.78,3.5,No,Yes
G001,Honor of Kings,MOBA,Mobile,Pakistan,Asia,P005184,18-24,Female,Android,2026-02-25,233,160264,961584,157603.02,105221.36,691,152.27,90.04,4.4,No,No
G006,Valorant,FPS,Mobile,Brazil,South America,P005185,35-44,Male,Android,2026-04-18,196,265709,4782762,228900.39,180949.02,4930,36.7,65.26,3.8,No,Yes
G004,League of Legends,MOBA,Mobile,China,Asia,P005186,13-17,Female,Android,2025-01-16,56,434422,7385174,39729.32,22593.35,1619,13.96,27.7,4.1,Yes,No
G006,Speed Drifters,Racing,PC,UK,Europe,P005187,18-24,Male,Android,2026-01-12,11,116630,2099340,20173.81,13461.24,3018,4.46,43.86,4.4,Yes,Yes
G004,Call of Duty Mobile,FPS,PC,Pakistan,Asia,P005188,25-34,Male,PC,2025-08-08,31,292205,4383075,244565.36,144678.18,108,1339.61,86.71,4.8,No,Yes
G005,Valorant,FPS,Mobile,India,Asia,P005189,25-34,Male,PC,2026-02-05,237,152931,2905689,51525.8,35485.57,3483,10.19,47.51,4.4,No,Yes
G009,PUBG Mobile,Battle Royale,Mobile,Indonesia,Asia,P005190,18-24,Female,Android,2025-06-03,198,151082,2115148,39506.49,22332.97,1974,11.31,63.82,3.9,No,Yes
G003,Honor of Kings,MOBA,PC,South Korea,Asia,P005191,18-24,Female,iOS,2025-01-02,83,94509,945090,217960.01,181288.91,3044,59.56,59.2,3.7,No,No
G005,League of Legends,MOBA,Mobile,South Korea,Asia,P005192,13-17,Male,Android,2025-05-18,126,482068,6748952,99656.57,89658.52,4404,20.36,58.99,4.3,Yes,No
G005,League of Legends,MOBA,Mobile,India,Asia,P005193,45+,Female,PC,2025-08-12,66,358395,5375925,211890.88,129807.53,4030,32.21,73.51,4.5,Yes,Yes
G010,CrossFire,FPS,Mobile,Germany,Europe,P005194,35-44,Female,PC,2025-04-28,179,472779,5200569,77625.75,59200.94,1395,42.44,35.72,3.7,Yes,Yes
G010,Undawn,RPG,PC,China,Asia,P005195,13-17,Male,PC,2025-09-25,232,313744,3764928,214643.93,116925.77,1885,62.03,70.89,5.0,No,No
G002,PUBG Mobile,Battle Royale,PC,South Korea,Asia,P005196,13-17,Male,PC,2026-03-22,236,38357,268499,185853.7,84103.92,1197,70.26,51.11,4.9,Yes,Yes
G005,Honor of Kings,MOBA,Mobile,South Korea,Asia,P005197,45+,Female,Android,2025-09-19,205,465314,4653140,120930.34,84473.59,4347,19.43,56.88,4.9,Yes,No
G003,Chess Rush,Strategy,PC,Brazil,South America,P005198,25-34,Female,iOS,2025-05-24,233,318129,5726322,60139.95,48897.81,2130,22.96,72.02,4.2,Yes,No
G010,Undawn,RPG,Mobile,India,Asia,P005199,35-44,Female,Android,2026-02-09,133,357201,6429618,13038.26,7694.81,4129,1.86,78.33,4.1,Yes,No
G006,Arena of Valor,MOBA,PC,UK,Europe,P005200,45+,Female,PC,2026-06-20,207,74901,599208,34087.55,23617.33,1442,16.38,63.88,4.9,Yes,Yes
G002,League of Legends,MOBA,Mobile,Germany,Europe,P005201,45+,Male,iOS,2025-09-27,168,87939,703512,142171.76,94328.46,4693,20.1,87.55,4.5,Yes,No
G004,CrossFire,FPS,Mobile,UK,Europe,P005202,35-44,Female,PC,2025-09-09,197,73367,1100505,248945.86,148170.93,1377,107.6,38.66,4.1,Yes,No
G009,League of Legends,MOBA,PC,UK,Europe,P005203,35-44,Female,Android,2025-01-09,36,32024,544408,159145.77,126314.9,740,170.7,49.11,4.5,Yes,No
G007,Chess Rush,Strategy,Mobile,South Korea,Asia,P005204,13-17,Female,Android,2025-10-14,151,467695,4209255,152188.53,98489.28,4868,20.23,26.52,3.7,No,No
G003,Call of Duty Mobile,FPS,PC,Brazil,South America,P005205,13-17,Female,iOS,2025-01-06,83,32440,421720,3373.36,1404.3,385,3.65,84.15,4.0,Yes,No
G010,Arena of Valor,MOBA,PC,Brazil,South America,P005206,18-24,Male,iOS,2025-10-30,162,366788,1833940,168136.68,120673.0,784,153.92,29.8,4.0,No,No
G008,Honor of Kings,MOBA,Mobile,Pakistan,Asia,P005207,13-17,Female,iOS,2025-12-30,51,135394,1218546,245645.66,125837.98,4527,27.8,82.42,4.8,Yes,Yes
G008,Undawn,RPG,Mobile,South Korea,Asia,P005208,35-44,Male,PC,2025-07-24,68,392886,7464834,215198.78,188827.29,2824,66.87,77.66,4.3,No,No
G001,CrossFire,FPS,PC,Brazil,South America,P005209,13-17,Male,Android,2025-05-15,160,43025,344200,94670.68,50114.3,3751,13.36,32.32,4.2,No,Yes
G001,League of Legends,MOBA,Mobile,Brazil,South America,P005210,35-44,Male,iOS,2025-09-11,60,64470,322350,233303.24,160333.28,2677,59.89,71.15,4.5,No,No
G006,League of Legends,MOBA,PC,India,Asia,P005211,18-24,Female,Android,2025-03-21,46,270044,3240528,183592.15,78919.46,3492,22.6,79.24,3.8,No,Yes
G003,Valorant,FPS,PC,Brazil,South America,P005212,45+,Male,Android,2025-11-05,103,94399,755192,48871.9,36831.21,2097,17.56,59.62,4.8,No,No
G008,Honor of Kings,MOBA,PC,Germany,Europe,P005213,18-24,Male,PC,2026-01-19,182,116064,1740960,148824.44,119310.22,476,250.65,37.3,4.0,No,No
G003,CrossFire,FPS,PC,South Korea,Asia,P005214,13-17,Male,Android,2025-04-29,170,64919,324595,162664.53,105922.8,2150,49.27,29.52,4.5,No,No
G007,Chess Rush,Strategy,PC,Japan,Asia,P005215,25-34,Female,Android,2025-12-09,35,48317,434853,32109.03,18660.89,781,23.89,63.12,4.8,No,No
G007,Undawn,RPG,PC,Japan,Asia,P005216,45+,Female,PC,2025-02-08,176,124957,2374183,242340.32,145657.59,1463,99.56,36.2,4.3,No,Yes
G006,Honor of Kings,MOBA,Mobile,South Korea,Asia,P005217,35-44,Female,Android,2025-08-20,10,248419,3477866,163111.34,69734.25,2463,28.31,74.73,4.0,Yes,Yes
G010,League of Legends,MOBA,Mobile,Pakistan,Asia,P005218,18-24,Female,PC,2025-12-05,39,80046,1120644,212280.76,117503.6,3581,32.81,77.3,4.6,No,No
G005,Arena of Valor,MOBA,PC,China,Asia,P005219,45+,Male,PC,2026-03-02,59,125887,1888305,229313.34,104190.5,2896,35.98,63.84,4.9,Yes,Yes
G004,League of Legends,MOBA,Mobile,China,Asia,P005220,18-24,Male,iOS,2025-12-15,66,315511,1577555,152090.17,90212.41,3499,25.78,56.74,4.4,No,Yes
G010,Call of Duty Mobile,FPS,PC,Pakistan,Asia,P005221,45+,Female,PC,2025-03-09,227,445670,2228350,126452.71,74534.4,2388,31.21,42.79,4.3,No,Yes
G004,Valorant,FPS,Mobile,India,Asia,P005222,13-17,Female,iOS,2025-11-01,35,334049,1670245,127118.49,85929.38,728,118.03,27.92,4.6,No,No
G005,Valorant,FPS,Mobile,USA,North America,P005223,25-34,Female,Android,2025-11-05,170,166798,2168374,228876.19,143674.46,4473,32.12,55.23,4.3,No,No
G010,Arena of Valor,MOBA,Mobile,China,Asia,P005224,25-34,Male,PC,2025-10-15,237,259100,2850100,171688.43,118006.5,57,2070.29,59.82,4.6,No,No
G008,Call of Duty Mobile,FPS,Mobile,USA,North America,P005225,25-34,Male,iOS,2025-12-15,213,347006,5899102,91317.26,46173.72,4087,11.3,53.54,4.9,Yes,Yes
G005,PUBG Mobile,Battle Royale,PC,Indonesia,Asia,P005226,35-44,Female,Android,2026-05-20,152,145415,1163320,174192.21,142641.74,614,232.32,61.05,3.8,No,No
G005,League of Legends,MOBA,Mobile,India,Asia,P005227,35-44,Female,iOS,2025-07-14,233,233654,3271156,26757.85,16880.4,1710,9.87,44.71,4.1,No,No
G004,PUBG Mobile,Battle Royale,PC,South Korea,Asia,P005228,45+,Male,iOS,2025-11-18,27,23645,212805,28680.65,14539.0,202,71.98,67.42,4.0,No,Yes
G003,Speed Drifters,Racing,Mobile,Japan,Asia,P005229,13-17,Male,Android,2025-11-27,178,361478,1807390,159181.43,85106.94,2776,30.66,79.54,3.9,No,Yes
G001,Speed Drifters,Racing,PC,Brazil,South America,P005230,35-44,Male,iOS,2025-08-16,80,407278,5294614,247907.64,198483.59,1957,101.42,59.36,4.5,No,No
G007,Valorant,FPS,PC,South Korea,Asia,P005231,35-44,Female,Android,2026-01-06,210,231195,1849560,139488.62,100389.79,4798,20.92,57.08,3.8,No,No
G005,League of Legends,MOBA,PC,USA,North America,P005232,18-24,Female,PC,2026-01-22,79,378534,3406806,207192.56,145141.86,354,410.01,46.36,4.5,Yes,No
G004,Valorant,FPS,Mobile,China,Asia,P005233,13-17,Male,PC,2026-05-08,114,447060,4023540,91583.48,70004.22,1646,42.53,44.1,4.5,No,Yes
G007,League of Legends,MOBA,PC,South Korea,Asia,P005234,45+,Male,iOS,2025-02-25,143,440136,6602040,177644.43,117853.05,84,1403.01,86.98,3.8,Yes,No
G007,Speed Drifters,Racing,PC,Brazil,South America,P005235,18-24,Male,Android,2025-06-23,179,132755,1858570,150469.29,104947.74,2373,44.23,83.14,4.5,No,Yes
G010,Call of Duty Mobile,FPS,Mobile,South Korea,Asia,P005236,45+,Female,PC,2025-06-16,202,219503,3951054,13460.58,5655.93,4142,1.37,58.99,4.1,Yes,No
G003,Undawn,RPG,Mobile,Pakistan,Asia,P005237,35-44,Male,Android,2026-03-16,198,184776,3325968,171839.47,92495.18,1017,90.95,34.62,4.9,No,No
G004,Undawn,RPG,PC,India,Asia,P005238,45+,Female,Android,2025-10-30,239,334623,5688591,102326.46,63486.12,866,73.31,87.57,3.7,Yes,Yes
G006,Honor of Kings,MOBA,PC,UK,Europe,P005239,25-34,Male,PC,2025-08-31,189,445737,3120159,232042.37,108960.27,3867,28.18,88.27,4.8,No,No
G002,Call of Duty Mobile,FPS,Mobile,India,Asia,P005240,25-34,Male,Android,2026-06-19,29,239055,2868660,111287.49,77887.69,49,1589.54,60.96,3.5,Yes,No
G010,League of Legends,MOBA,Mobile,Indonesia,Asia,P005241,13-17,Male,iOS,2025-11-25,169,403095,4837140,115747.62,73762.88,774,95.3,43.43,4.0,Yes,Yes
G005,Speed Drifters,Racing,Mobile,South Korea,Asia,P005242,35-44,Male,PC,2025-07-25,176,126760,1267600,32331.71,23254.37,2770,8.4,40.21,4.4,No,No
G005,Valorant,FPS,Mobile,USA,North America,P005243,25-34,Female,Android,2025-09-15,112,24632,270952,152080.51,119790.18,2373,50.48,25.93,4.1,No,No
G001,Valorant,FPS,Mobile,Germany,Europe,P005244,25-34,Male,PC,2025-03-20,154,19822,158576,107675.04,62580.33,3830,16.34,75.64,3.6,No,No
G010,Arena of Valor,MOBA,PC,Indonesia,Asia,P005245,35-44,Male,PC,2025-05-23,236,396319,4755828,145782.59,82002.24,4153,19.75,38.54,4.9,Yes,Yes
G004,PUBG Mobile,Battle Royale,Mobile,Brazil,South America,P005246,45+,Male,iOS,2025-03-07,204,462735,5090085,63436.03,29644.73,682,43.47,62.57,3.9,Yes,Yes
